DATE,CALLSIGN,TYPE,ROTA
21/09/2019,BTI428,BCS3,
21/09/2019,BTI2HU,BCS3,
21/09/2019,ART262,A320,59
21/09/2019,RA2754G,C240,70
21/09/2019,BTI7LZ,BCS3,67
21/09/2019,WZZ220,A320,
21/09/2019,WZZ463,A320,57
21/09/2019,AFL2100,SU95,74
21/09/2019,LOT7LK,CRJ9,60
21/09/2019,BTI6RZ,BCS3,63
21/09/2019,RYR26N,B738,
21/09/2019,FIN1KE,AT75,44
21/09/2019,BTI79Z,BCS3,
21/09/2019,BTI69R,BCS3,63
21/09/2019,BTI03K,BCS3,
21/09/2019,DLH891,A20N,
21/09/2019,BTI34G,DH8D,83
21/09/2019,BTI65T,BCS3,59
21/09/2019,WZZ1541,A320,
21/09/2019,LOT4EW,CRJ9,
21/09/2019,BTI630,BCS3,58
21/09/2019,MYX461,A320,
21/09/2019,BTI657,BCS3,
21/09/2019,BTI9802,DH8D,62
21/09/2019,AFL2101,SU95,
21/09/2019,BTI7718,BCS3,56
21/09/2019,BTI7768,BCS3,59
21/09/2019,BTI03L,BCS3,87
21/09/2019,BTI449,B733,60
21/09/2019,BTI34V,DH8D,
21/09/2019,BTI31C,DH8D,
21/09/2019,BTI683,BCS3,
21/09/2019,BTI7719,BCS3,
21/09/2019,BTI2WT,B735,
21/09/2019,BTI695,BCS3,
21/09/2019,RYR4372,B738,47
21/09/2019,BTI6BL,BCS3,
21/09/2019,BTI627,BCS3,
21/09/2019,BTI2BZ,DH8D,67
21/09/2019,BTI9PG,B733,
21/09/2019,RYR90GC,B738,
21/09/2019,BTI6D9,BCS3,
21/09/2019,BTI659,B735,
21/09/2019,BTI6JK,BCS3,
21/09/2019,BTI429,BCS3,53
21/09/2019,BTI16C,DH8D,68
21/09/2019,BTI1J7,DH8D,
21/09/2019,BTI403,DH8D,69
21/09/2019,BTI1B6,DH8D,55
21/09/2019,BTI6FV,DH8D,59
21/09/2019,BTI492,B733,48
21/09/2019,BTI34L,DH8D,65
21/09/2019,BTI1F8,DH8D,49
21/09/2019,LOT781,CRJ9,59
21/09/2019,BRU841,E195,63
21/09/2019,BTI31J,DH8D,64
21/09/2019,BTI31B,DH8D,59
21/09/2019,BTI1P9,DH8D,
21/09/2019,BTI15M,B733,
21/09/2019,BTI4ZK,DH8D,
21/09/2019,LOT782,CRJ9,
21/09/2019,THY54P,B738,53
21/09/2019,BTI422,BCS3,
21/09/2019,WZZ1060,A320,63
21/09/2019,BTI24X,DH8D,
21/09/2019,BTI9JT,DH8D,
21/09/2019,BTI444,DH8D,
21/09/2019,BRU842,E195,
21/09/2019,BTI1X9,DH8D,
21/09/2019,WZZ97,A320,52
21/09/2019,THY4AF,B738,
21/09/2019,WZZ2PC,A320,
21/09/2019,BTI9804,B733,68
21/09/2019,UTA713,B735,71
21/09/2019,AFL2680,A320,80
21/09/2019,PBD959,B738,69
21/09/2019,YUBZZ,C55B,
21/09/2019,RYR9UB,B738,51
21/09/2019,RYR90QK,B738,67
21/09/2019,UTA714,B735,
21/09/2019,AFL2681,A320,
21/09/2019,BTI3KB,BCS3,63
21/09/2019,BTI11X,DH8D,78
21/09/2019,BTI72K,BCS3,66
21/09/2019,RYR82UE,B738,
21/09/2019,RYR4YT,B738,56
21/09/2019,BTI2PG,DH8D,56
21/09/2019,RYR38YL,B738,
21/09/2019,BTI445,DH8D,81
21/09/2019,BTI15L,B733,62
21/09/2019,BTI79M,DH8D,62
21/09/2019,MYX462,A320,46
21/09/2019,BTI628,BCS3,54
21/09/2019,BTI4TV,B733,64
21/09/2019,BTI7QX,B735,69
21/09/2019,BTI37D,DH8D,66
21/09/2019,BTI62D,BCS3,57
21/09/2019,BTI14B,DH8D,84
21/09/2019,BTI1J8,DH8D,57
21/09/2019,RYR4096,B738,55
21/09/2019,BTI660,B735,67
21/09/2019,BTI7KJ,BCS3,62
21/09/2019,AUI187,E145,52
21/09/2019,BTI696,BCS3,79
21/09/2019,BTI6BM,BCS3,77
21/09/2019,RYR2D,B738,
21/09/2019,BTI2MZ,BCS3,51
21/09/2019,BTI423,BCS3,50
21/09/2019,BTI658,BCS3,66
21/09/2019,BTI7720,BCS3,58
21/09/2019,BTI3LR,B733,
21/09/2019,BTI32B,BCS3,
21/09/2019,BTI684,BCS3,54
21/09/2019,BTI35Z,DH8D,
21/09/2019,BTI3U9,DH8D,
21/09/2019,MCCCP,GL5T,78
21/09/2019,BTI724,BCS3,
21/09/2019,DLH892,A320,60
21/09/2019,BTI03Q,DH8D,
21/09/2019,BTI771,BCS3,
21/09/2019,BTI408,DH8D,
21/09/2019,WZZ6279,A320,62
21/09/2019,BTI446,B735,
21/09/2019,BTI426,BCS3,
21/09/2019,AFL2118,SU95,76
21/09/2019,WZZ5KC,A320,64
21/09/2019,AFL2119,SU95,
22/09/2019,BTI7715,BCS3,
22/09/2019,AUI188,E145,
22/09/2019,BTI32M,BCS3,77
22/09/2019,WZZ2595,A320,
22/09/2019,BTI447,B735,67
22/09/2019,DLH893,A320,
22/09/2019,BTI7747,BCS3,
22/09/2019,BTI35G,B733,62
22/09/2019,WZZ4AL,A320,
22/09/2019,BTI725,BCS3,59
22/09/2019,BTI7HT,BCS3,
22/09/2019,BTI424,BCS3,
22/09/2019,BTI427,BCS3,61
22/09/2019,BTI6A1,BCS3,
22/09/2019,BTI13F,BCS3,
22/09/2019,BTI442,DH8D,
22/09/2019,BTI30W,DH8D,
22/09/2019,BTI31G,B735,
22/09/2019,BTI1M1,DH8D,
22/09/2019,BTI6RV,BCS3,
22/09/2019,CJT1791,B763,100
22/09/2019,BTI28A,B733,
22/09/2019,BTI6JL,BCS3,
22/09/2019,BTI36V,BCS3,68
22/09/2019,TCSTO,C650,98
22/09/2019,TCSTO,C650,
22/09/2019,FIN3PU,AT75,49
22/09/2019,FIN1RM,AT75,
22/09/2019,RYR5MQ,B738,58
22/09/2019,BTI35T,DH8D,74
22/09/2019,BTI409,DH8D,65
22/09/2019,AFL2682,A321,66
22/09/2019,BTI3WX,DH8D,76
22/09/2019,SAS1762,B737,64
22/09/2019,BTI1M2,DH8D,63
22/09/2019,BTI03X,DH8D,66
22/09/2019,BTI30Y,DH8D,58
22/09/2019,BTI443,DH8D,66
22/09/2019,RYR8EM,B738,71
22/09/2019,BTI772,BCS3,58
22/09/2019,RYR2QP,B738,55
22/09/2019,BTI13G,BCS3,68
22/09/2019,THY9DH,B738,57
22/09/2019,RYR4WD,B738,
22/09/2019,BTI31T,B735,61
22/09/2019,BTI425,BCS3,83
22/09/2019,UTA715,B735,64
22/09/2019,RA2754G,C240,
22/09/2019,YUPNK,C56X,51
22/09/2019,AFL2683,A321,
22/09/2019,RYR6DK,B738,
22/09/2019,NAX7PA,B738,63
22/09/2019,SAS1763,B737,
22/09/2019,BYS309,PC12,57
22/09/2019,RYR2483,B738,
22/09/2019,BTI30K,B733,
22/09/2019,BTI03K,DH8D,
22/09/2019,WZZ3TK,A320,80
22/09/2019,BTI3BJ,BCS3,
22/09/2019,THY7GB,B738,
22/09/2019,BTI7716,BCS3,66
22/09/2019,BTI448,DH8D,
22/09/2019,BTI1T9,DH8D,
22/09/2019,UTA716,B735,
22/09/2019,BTI402,B735,
22/09/2019,DLH890,A20N,57
22/09/2019,NAX8MT,B738,
22/09/2019,LOT7LK,CRJ9,62
22/09/2019,BTI6RZ,BCS3,59
22/09/2019,BTI428,BCS3,
22/09/2019,YLHCH,B429,
22/09/2019,AFL2100,SU95,82
22/09/2019,WZZ9AS,A320,
22/09/2019,BTI412,DH8D,
22/09/2019,BTI683,BCS3,
22/09/2019,BTI7748,BCS3,59
22/09/2019,BTI9TV,B733,67
22/09/2019,RYR4UW,B738,61
22/09/2019,BTI31C,BCS3,
22/09/2019,RYR9UB,B738,78
22/09/2019,BTI6A2,BCS3,66
22/09/2019,BTI34V,B735,
22/09/2019,BTI03L,DH8D,62
22/09/2019,BYS309,PC12,
22/09/2019,FIN1KE,AT75,69
22/09/2019,WZZ2596,A320,63
22/09/2019,BTI9KV,BCS3,
22/09/2019,DLH891,A20N,
22/09/2019,LOT4EW,CRJ9,
22/09/2019,AFL2101,SU95,
22/09/2019,RYR26N,B738,
22/09/2019,RYR82UE,B738,
22/09/2019,BTI30E,B733,74
22/09/2019,BTI1F7,DH8D,
22/09/2019,NAX72R,B738,57
22/09/2019,BTI2TU,B733,56
22/09/2019,BTI8TK,BCS3,51
22/09/2019,BTI449,DH8D,101
22/09/2019,AUI185,E145,64
22/09/2019,BTI3R6,BCS3,57
22/09/2019,BTI31B,BCS3,61
22/09/2019,WZZ5FY,A320,
22/09/2019,BTI7730,BCS3,46
22/09/2019,BTI34L,B735,54
22/09/2019,BTI6BL,BCS3,
22/09/2019,BTI688,BCS3,61
22/09/2019,BTI629,B733,
22/09/2019,OHY743,A321,56
22/09/2019,BTI22U,BCS3,52
22/09/2019,BTI84F,BCS3,
22/09/2019,NAX3RG,B738,
22/09/2019,BTI413,DH8D,62
22/09/2019,BTI12G,DH8D,59
22/09/2019,AUI1RI,E145,
22/09/2019,BTI3TG,BCS3,
22/09/2019,BTI3KL,DH8D,
22/09/2019,MYX472,A320,61
22/09/2019,BTI6D9,BCS3,
22/09/2019,BTI6CV,B733,
22/09/2019,BTI403,B735,58
22/09/2019,BTI6C3,BCS3,
22/09/2019,BTI16C,DH8D,62
22/09/2019,BTI6JK,B733,
22/09/2019,BTI1B6,DH8D,62
22/09/2019,BTI6FV,DH8D,68
22/09/2019,BTI2DF,BCS3,55
22/09/2019,BTI429,BCS3,57
22/09/2019,OHY744,A321,
22/09/2019,LOT781,CRJ9,59
22/09/2019,FIN8ZE,AT75,60
22/09/2019,BTI1F8,DH8D,72
22/09/2019,ART271,A320,
22/09/2019,BTI223,BCS3,
22/09/2019,WZZ2573,A320,67
22/09/2019,BTI84W,B735,
22/09/2019,FIN2MC,AT75,
22/09/2019,BTI15M,B735,
22/09/2019,BTI9JT,DH8D,
22/09/2019,BTI1P9,BCS3,
22/09/2019,BTI6UQ,BCS3,
22/09/2019,BTI422,BCS3,
22/09/2019,THY54P,B738,68
22/09/2019,BTI404,DH8D,
22/09/2019,NTF452,M600,85
22/09/2019,BTI1X9,BCS3,
22/09/2019,BTI444,DH8D,
22/09/2019,LOT782,CRJ9,
22/09/2019,BTI3MD,DH8D,65
22/09/2019,WZZ938,A320,
22/09/2019,WZZ8HR,A320,61
22/09/2019,BRU841,CRJ2,61
22/09/2019,BTI24X,DH8D,
22/09/2019,THY4AF,B738,
22/09/2019,BTI467,DH8D,
22/09/2019,AFL2680,A321,85
22/09/2019,UTA713,B735,87
22/09/2019,BRU842,CRJ2,
22/09/2019,PBD959,B738,100
22/09/2019,NJE2LM,F2TH,79
22/09/2019,UTA714,B735,
22/09/2019,PBD960,B738,
22/09/2019,AFL2681,A321,
22/09/2019,RYR52EH,B738,55
22/09/2019,BTI11X,BCS3,67
22/09/2019,RYR4YT,B738,53
22/09/2019,BTI49E,BCS3,71
22/09/2019,BTI3FT,BCS3,62
22/09/2019,BTI6GB,BCS3,58
22/09/2019,IBK2LY,B738,70
22/09/2019,BTI2PG,DH8D,67
22/09/2019,BTI434,BCS3,59
22/09/2019,BTI6C4,BCS3,66
22/09/2019,BTI14B,BCS3,71
22/09/2019,BTI445,DH8D,68
22/09/2019,BTI62D,BCS3,78
22/09/2019,BTI4UJ,BCS3,63
22/09/2019,BTI15L,B735,64
22/09/2019,BTI37D,DH8D,64
22/09/2019,BTI7KJ,B733,59
22/09/2019,BTI4LF,DH8D,69
22/09/2019,BTI7TX,B733,72
22/09/2019,AUI187,E145,70
22/09/2019,RYR2D,B738,
22/09/2019,BTI2J4,B735,59
22/09/2019,RYR37FR,B738,53
22/09/2019,BTI79M,DH8D,66
22/09/2019,BTI630,B733,62
22/09/2019,BTI4HE,BCS3,61
22/09/2019,BTI405,DH8D,66
22/09/2019,BTI468,DH8D,81
22/09/2019,BTI224,BCS3,56
22/09/2019,MCCCP,GL5T,68
22/09/2019,VPC10,G150,68
22/09/2019,BTI6BM,BCS3,77
22/09/2019,ECC301,GALX,
22/09/2019,BTI423,BCS3,64
22/09/2019,BTI732,BCS3,
22/09/2019,BTI4DM,BCS3,
22/09/2019,RYR6AD,B738,
22/09/2019,BTI32B,BCS3,
22/09/2019,BTI724,BCS3,
22/09/2019,NAX1074,B738,60
22/09/2019,BTI454,DH8D,
22/09/2019,BTI426,BCS3,
22/09/2019,BTI3LR,B733,
22/09/2019,BTI3U9,DH8D,
22/09/2019,BTI35Z,DH8D,
22/09/2019,BTI406,DH8D,
22/09/2019,BTI446,B733,
22/09/2019,BTI684,BCS3,60
22/09/2019,DLH892,A20N,70
22/09/2019,BTI03Q,DH8D,
22/09/2019,BTI410,DH8D,
22/09/2019,BTI36D,BCS3,
22/09/2019,BTI771,BCS3,
22/09/2019,NAX1075,B738,
22/09/2019,AFL2118,SU95,79
22/09/2019,WZZ371,A320,57
22/09/2019,ART272,A320,48
22/09/2019,LOT87G,CRJ9,67
22/09/2019,AFL2119,SU95,
23/09/2019,WZZ2598,A320,75
23/09/2019,AUI188,E145,
23/09/2019,BTI03X,DH8D,55
23/09/2019,BTI411,DH8D,53
23/09/2019,BTI3WX,DH8D,72
23/09/2019,BTI455,DH8D,58
23/09/2019,BTI447,B733,62
23/09/2019,BTI427,BCS3,87
23/09/2019,BTI36V,BCS3,57
23/09/2019,LOT79M,CRJ9,
23/09/2019,BTI407,DH8D,62
23/09/2019,BTI32M,BCS3,60
23/09/2019,DLH893,A20N,
23/09/2019,BTI35T,DH8D,72
23/09/2019,BTI35G,B733,60
23/09/2019,BTI7QT,BCS3,57
23/09/2019,WZZ4AL,A320,
23/09/2019,BTI725,BCS3,64
23/09/2019,BCS5780,B752,111
23/09/2019,BTI733,BCS3,50
23/09/2019,BTI400,DH8D,
23/09/2019,TAY987A,B734,63
23/09/2019,WZZ2541,A320,
23/09/2019,BTI24E,DH8D,
23/09/2019,BTI2NY,DH8D,
23/09/2019,BTI424,BCS3,
23/09/2019,BTI6A1,BCS3,
23/09/2019,BTI60K,BCS3,
23/09/2019,BTI6RV,BCS3,
23/09/2019,BTI8LQ,BCS3,
23/09/2019,BTI7PY,BCS3,
23/09/2019,BTI13F,B733,
23/09/2019,BTI74A,BCS3,
23/09/2019,BTI3ZB,DH8D,
23/09/2019,BTI442,DH8D,
23/09/2019,BTI30W,DH8D,
23/09/2019,BTI15P,B733,
23/09/2019,BTI629,BCS3,
23/09/2019,BTI6G1,BCS3,
23/09/2019,BTI1M1,BCS3,
23/09/2019,BTI32A,DH8D,
23/09/2019,SRN6912,AT72,68
23/09/2019,BTI7KP,B735,
23/09/2019,BTI8GJ,BCS3,
23/09/2019,MJF601,E35L,
23/09/2019,BTI3AK,BCS3,
23/09/2019,IBK2LY,B738,63
23/09/2019,NJE2LM,F2TH,
23/09/2019,FIN3PU,AT75,69
23/09/2019,IBK1WA,B738,
23/09/2019,BTI32J,DH8D,56
23/09/2019,AFL2682,A321,57
23/09/2019,RYR5MQ,B738,53
23/09/2019,BTI1M2,BCS3,58
23/09/2019,BTI772,BCS3,62
23/09/2019,BTI30Y,DH8D,59
23/09/2019,BTI443,DH8D,54
23/09/2019,BTI3G2,DH8D,59
23/09/2019,RYR106H,B738,65
23/09/2019,BTI13G,B733,61
23/09/2019,BTI401,DH8D,55
23/09/2019,BTI747,BCS3,52
23/09/2019,BTI97T,BCS3,51
23/09/2019,RYR4WD,B738,
23/09/2019,BTI31T,DH8D,54
23/09/2019,BTI8KT,B735,62
23/09/2019,BTI1R2,B733,51
23/09/2019,UTA715,B735,54
23/09/2019,BTI425,BCS3,51
23/09/2019,AFL2683,A321,
23/09/2019,BTI480,DH8D,57
23/09/2019,BTI74C,DH8D,48
23/09/2019,BTI25K,DH8D,52
23/09/2019,RYR8086,B738,
23/09/2019,BTI1F5,DH8D,
23/09/2019,BTI9HP,BCS3,52
23/09/2019,BTI30K,DH8D,
23/09/2019,UZB103,A20N,70
23/09/2019,BTI3BJ,BCS3,
23/09/2019,WZZ3TK,A320,53
23/09/2019,BTI4YE,DH8D,
23/09/2019,PLF114,M28,93
23/09/2019,UTA716,B735,
23/09/2019,BTI448,B735,
23/09/2019,RYR4UW,B738,55
23/09/2019,BTI60L,BCS3,55
23/09/2019,BTI402,DH8D,
23/09/2019,BTI8EP,BCS3,
23/09/2019,BTI222,B733,48
23/09/2019,BTI428,BCS3,
23/09/2019,AFL2100,SU95,61
23/09/2019,BTI6RZ,BCS3,55
23/09/2019,BTI1A5,B733,
23/09/2019,DLH890,A20N,78
23/09/2019,BTI7LZ,BCS3,55
23/09/2019,NAX72R,B738,53
23/09/2019,WZZ5FY,A320,
23/09/2019,BTI683,BCS3,
23/09/2019,BTI6ER,B733,
23/09/2019,NAX8YA,B738,70
23/09/2019,RYR26N,B738,
23/09/2019,BTI412,BCS3,
23/09/2019,BTI6A2,BCS3,56
23/09/2019,LOT4EW,CRJ9,
23/09/2019,FIN1KE,AT75,61
23/09/2019,UZB104,A20N,
23/09/2019,BTI630,BCS3,66
23/09/2019,BTI9KV,BCS3,
23/09/2019,BTI31J,DH8D,60
23/09/2019,BTI65T,BCS3,64
23/09/2019,NAX3RG,B738,
23/09/2019,BTI3KL,DH8D,
23/09/2019,AFL2101,SU95,
23/09/2019,DLH891,A20N,
23/09/2019,BTI34G,DH8D,60
23/09/2019,NAX9ZE,B738,
23/09/2019,BTI30E,DH8D,60
23/09/2019,BTI1F6,DH8D,56
23/09/2019,BTI69R,BCS3,56
23/09/2019,RYR86MX,B738,
23/09/2019,BTI34V,DH8D,
23/09/2019,AUI185,E145,69
23/09/2019,BTI1F7,DH8D,
23/09/2019,NTF455,M600,
23/09/2019,BTI6BL,BCS3,
23/09/2019,BTI84F,BCS3,
23/09/2019,BTI3TG,B733,
23/09/2019,BTI413,BCS3,58
23/09/2019,BTI627,BCS3,
23/09/2019,AUI1RI,E145,
23/09/2019,BTI6CV,B735,
23/09/2019,BTI6D9,BCS3,
23/09/2019,BTI6C3,BCS3,
23/09/2019,BTI6JK,BCS3,
23/09/2019,WZZ8HR,A320,63
23/09/2019,BTI433,BCS3,
23/09/2019,BTI3MD,DH8D,67
23/09/2019,BTI429,BCS3,59
23/09/2019,BTI403,DH8D,58
23/09/2019,BTI16C,DH8D,60
23/09/2019,BTI6FV,B733,54
23/09/2019,BTI1B6,B733,68
23/09/2019,BTI31B,DH8D,42
23/09/2019,BTI34L,DH8D,67
23/09/2019,BTI2DF,BCS3,60
23/09/2019,BTI3R6,DH8D,64
23/09/2019,VPC5,H25B,72
23/09/2019,FIN8ZE,AT75,46
23/09/2019,LOT781,CRJ9,74
23/09/2019,WZZ938,A320,
23/09/2019,WZZ2542,A320,70
23/09/2019,BTI7EU,DH8D,
23/09/2019,THY54P,B738,58
23/09/2019,BTI84W,DH8D,
23/09/2019,BTI15M,B733,
23/09/2019,BTI1P9,BCS3,
23/09/2019,BTI4ZK,DH8D,
23/09/2019,BTI404,DH8D,
23/09/2019,BTI9JT,DH8D,
23/09/2019,BTI467,DH8D,
23/09/2019,BTI6UQ,BCS3,
23/09/2019,LOT782,CRJ9,
23/09/2019,BTI1X9,B733,
23/09/2019,BTI24X,DH8D,
23/09/2019,THY4AF,B738,
23/09/2019,UTA713,B735,64
23/09/2019,AFL2680,A320,61
23/09/2019,PBD959,B738,85
23/09/2019,ART8511,A320,
23/09/2019,PBD960,B738,
23/09/2019,BCS5781,B752,
23/09/2019,AFL2681,A320,
23/09/2019,BTI684,BCS3,56
23/09/2019,BTI434,BCS3,36
23/09/2019,BTI2PG,DH8D,62
23/09/2019,BTI7KJ,BCS3,58
23/09/2019,BTI11X,B733,63
23/09/2019,BTI6GB,BCS3,53
23/09/2019,BTI49E,B733,69
23/09/2019,BTI14B,BCS3,46
23/09/2019,BTI15L,B733,64
23/09/2019,BTI3FT,BCS3,59
23/09/2019,TAY289A,B734,
23/09/2019,BTI468,DH8D,68
23/09/2019,BTI445,DH8D,63
23/09/2019,BTI62D,BCS3,57
23/09/2019,BTI37D,DH8D,62
23/09/2019,RYR37FR,B738,48
23/09/2019,BTI79M,DH8D,46
23/09/2019,BTI4UJ,BCS3,54
23/09/2019,BTI7TX,B735,61
23/09/2019,BTI6BM,BCS3,76
23/09/2019,BTI6C4,BCS3,54
23/09/2019,BTI4HE,BCS3,53
23/09/2019,BTI4LF,DH8D,58
23/09/2019,BTI484,DH8D,53
23/09/2019,RYR4YT,B738,55
23/09/2019,BTI405,DH8D,61
23/09/2019,BTI423,BCS3,80
23/09/2019,BTI2J4,DH8D,51
23/09/2019,BTI224,BCS3,48
23/09/2019,RYR6AD,B738,
23/09/2019,NAX7PA,B738,65
23/09/2019,RYR2D,B738,
23/09/2019,BTI724,BCS3,
23/09/2019,BTI3LR,B735,
23/09/2019,BTI4TH,DH8D,
23/09/2019,BTI32B,BCS3,
23/09/2019,BTI36D,BCS3,
23/09/2019,BTI35Z,BCS3,
23/09/2019,BTI611,BCS3,
23/09/2019,WZZ371,A320,56
23/09/2019,BTI456,B733,
23/09/2019,BTI454,DH8D,
23/09/2019,BTI446,BCS3,
23/09/2019,BTI3U9,DH8D,
23/09/2019,BTI03Q,DH8D,
23/09/2019,DLH892,A320,64
23/09/2019,BTI426,BCS3,
23/09/2019,BTI406,DH8D,
23/09/2019,NAX8MT,B738,
23/09/2019,BTI450,B733,
23/09/2019,BTI408,DH8D,
23/09/2019,AFL2118,SU95,79
23/09/2019,EAU40G,GLEX,67
23/09/2019,EAU40G,GLEX,
23/09/2019,ART8512,A320,81
23/09/2019,AFL2119,SU95,
23/09/2019,WZZ890,A320,56
24/09/2019,ART221,A320,
24/09/2019,BTI451,B733,76
24/09/2019,BTI409,DH8D,77
24/09/2019,BTI35T,BCS3,74
24/09/2019,BTI3WX,DH8D,61
24/09/2019,AUI188,E145,
24/09/2019,BTI447,BCS3,79
24/09/2019,BTI03X,DH8D,71
24/09/2019,DLH893,A320,
24/09/2019,BTI6BA,DH8D,71
24/09/2019,BTI455,DH8D,74
24/09/2019,BTI32M,BCS3,75
24/09/2019,BTI36V,BCS3,73
24/09/2019,BTI427,BCS3,74
24/09/2019,BTI612,BCS3,65
24/09/2019,BTI407,DH8D,68
24/09/2019,BTI35G,B735,66
24/09/2019,BTI725,BCS3,71
24/09/2019,BTI457,B733,55
24/09/2019,WZZ4AL,A320,
24/09/2019,BTI7717,BCS3,
24/09/2019,BTI7HT,BCS3,
24/09/2019,BTI424,BCS3,
24/09/2019,BTI24E,DH8D,
24/09/2019,BTI400,DH8D,
24/09/2019,BTI479,B735,
24/09/2019,BTI74A,BCS3,
24/09/2019,WZZ8RU,A320,
24/09/2019,BTI8GJ,BCS3,
24/09/2019,BTI60K,BCS3,
24/09/2019,BTI8LQ,BCS3,
24/09/2019,BTI2NY,DH8D,
24/09/2019,BTI3ZB,DH8D,
24/09/2019,BTI13F,BCS3,
24/09/2019,BTI6RV,BCS3,
24/09/2019,BTI7PY,BCS3,
24/09/2019,BTI695,BCS3,
24/09/2019,BTI442,DH8D,
24/09/2019,BTI15P,B733,
24/09/2019,BTI1M1,B733,
24/09/2019,BTI221,BCS3,
24/09/2019,BTI6G1,BCS3,
24/09/2019,BTI32A,DH8D,
24/09/2019,SRN6912,AT72,56
24/09/2019,BCS5780,B752,81
24/09/2019,TAY987A,B734,70
24/09/2019,FIN3PU,AT75,71
24/09/2019,BRU841,CRJ2,63
24/09/2019,FIN1RM,AT75,
24/09/2019,RYR4372,B738,53
24/09/2019,BTI32J,DH8D,54
24/09/2019,BRU842,CRJ2,
24/09/2019,AFL2682,A320,70
24/09/2019,BTI1M2,B733,67
24/09/2019,BTI30Y,DH8D,65
24/09/2019,RYR90GC,B738,
24/09/2019,RYR5MQ,B738,70
24/09/2019,RYR4096,B738,53
24/09/2019,BTI443,DH8D,61
24/09/2019,BTI3G2,DH8D,58
24/09/2019,BTI31T,DH8D,64
24/09/2019,NAX72R,B738,63
24/09/2019,BTI13G,BCS3,68
24/09/2019,BTI97T,BCS3,60
24/09/2019,BTI8KT,DH8D,61
24/09/2019,BTI1R2,B733,62
24/09/2019,BTI425,BCS3,67
24/09/2019,BTI401,DH8D,67
24/09/2019,RYR4WD,B738,
24/09/2019,BTI74C,DH8D,57
24/09/2019,UTA715,B735,75
24/09/2019,RYR2MB,B738,
24/09/2019,BTI25K,DH8D,60
24/09/2019,AFL2683,A320,
24/09/2019,BTI480,B735,59
24/09/2019,NAX3RG,B738,
24/09/2019,BTI30K,DH8D,
24/09/2019,BTI34H,DH8D,
24/09/2019,BTI4YE,DH8D,
24/09/2019,WZZ3TK,A320,60
24/09/2019,RYR4UW,B738,54
24/09/2019,BTI417,B733,58
24/09/2019,BTI9HP,BCS3,64
24/09/2019,BTI448,B733,
24/09/2019,WZZ463,A320,62
24/09/2019,BTI1T9,DH8D,
24/09/2019,UTA716,B735,
24/09/2019,BTI7QN,BCS3,
24/09/2019,BTI491,BCS3,
24/09/2019,BTI402,B735,
24/09/2019,BTI222,BCS3,67
24/09/2019,LOT7LK,CRJ9,74
24/09/2019,DLH890,A320,58
24/09/2019,RYR26N,B738,
24/09/2019,ART222,A320,59
24/09/2019,BTI428,BCS3,
24/09/2019,BTI7LZ,BCS3,67
24/09/2019,WZZ220,A320,
24/09/2019,BTI6RZ,BCS3,63
24/09/2019,AFL2100,SU95,66
24/09/2019,BTI1A5,B733,
24/09/2019,FIN1KE,AT75,63
24/09/2019,BTI6ER,BCS3,
24/09/2019,BTI37F,DH8D,
24/09/2019,WZZ1541,A320,
24/09/2019,BTI69R,BCS3,50
24/09/2019,BTI683,BCS3,
24/09/2019,DLH891,A320,
24/09/2019,BTI03K,DH8D,
24/09/2019,LOT4EW,CRJ9,
24/09/2019,BTI31J,DH8D,53
24/09/2019,BTI9KV,BCS3,
24/09/2019,BTI34G,DH8D,64
24/09/2019,FIN2NP,AT75,
24/09/2019,BTI696,BCS3,61
24/09/2019,BTI630,BCS3,65
24/09/2019,PNC9CJ,C525,75
24/09/2019,BTI30E,DH8D,63
24/09/2019,BTI7718,BCS3,66
24/09/2019,BTI65T,BCS3,60
24/09/2019,RYR30BU,B738,59
24/09/2019,BTI1F7,DH8D,
24/09/2019,BTI8TK,BCS3,60
24/09/2019,BTI3P5,DH8D,
24/09/2019,BTI449,B733,74
24/09/2019,SVW53XX,GLEX,72
24/09/2019,RYR8257,B738,
24/09/2019,BTI31C,DH8D,
24/09/2019,PNC9CJ,C525,
24/09/2019,BTI2WT,BCS3,
24/09/2019,BTI84F,BCS3,
24/09/2019,BTI34V,DH8D,
24/09/2019,AUI1RI,E145,
24/09/2019,BTI2BZ,DH8D,51
24/09/2019,BTI6BL,BCS3,
24/09/2019,BTI12G,DH8D,61
24/09/2019,BTI3TG,BCS3,
24/09/2019,BTI6D9,BCS3,
24/09/2019,BTI403,B735,59
24/09/2019,THY4104,B738,70
24/09/2019,BTI6JK,BCS3,
24/09/2019,BTI1B6,B733,57
24/09/2019,BTI6FV,BCS3,62
24/09/2019,BTI433,BCS3,
24/09/2019,BTI429,BCS3,59
24/09/2019,BTI1J7,DH8D,
24/09/2019,FIN8ZE,AT75,66
24/09/2019,BTI6C3,BCS3,
24/09/2019,BTI492,BCS3,61
24/09/2019,BTI3R6,DH8D,58
24/09/2019,BTI1F8,DH8D,65
24/09/2019,HUAF651,FA7X,69
24/09/2019,RYR711R,B738,69
24/09/2019,LOT781,CRJ9,72
24/09/2019,BTI31B,DH8D,61
24/09/2019,BTI34L,DH8D,58
24/09/2019,BTI659,B733,
24/09/2019,BTI9PG,B733,
24/09/2019,BTI223,B735,
24/09/2019,BTI84W,DH8D,
24/09/2019,BTI15M,BCS3,
24/09/2019,THY4105,B738,
